#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol	0	1	cv_part
O15111	O14920	1	IL1	13	physical	CHUK	IKBKB	O15111	O14920	1
O15111	Q9Y6K9	1	IL1	13	physical	CHUK	IKBKG	O15111	Q9Y6K9	1
O15111	O43318	1	IL1	13	physical	CHUK	MAP3K7	O15111	O43318	1
O15111	P25963	1	IL1	13	physical	CHUK	NFKBIA	O15111	P25963	1
O15111	Q15653	1	IL1	13	physical	CHUK	NFKBIB	O15111	Q15653	1
O15111	Q04206	1	IL1	13	physical	CHUK	RELA	O15111	Q04206	1
O95163	O43318	1	IL1	13	physical	IKBKAP	MAP3K7	O95163	O43318	1
O14920	O15111	1	IL1	13	physical	IKBKB	CHUK	O14920	O15111	1
O14920	Q99759	1	IL1	13	physical	IKBKB	MAP3K3	O14920	Q99759	1
O14920	P25963	1	IL1	13	physical	IKBKB	NFKBIA	O14920	P25963	1
Q9Y6K9	O15111	1	IL1	13	physical	IKBKG	CHUK	Q9Y6K9	O15111	1
P01583	P27930	1	IL1	13	physical	IL1A	IL1R2	P01583	P27930	1
P01583	Q9NPH3	1	IL1	13	physical	IL1A	IL1RAP	P01583	Q9NPH3	1
P14778	Q9NPH3	1	IL1	13	physical	IL1R1	IL1RAP	P14778	Q9NPH3	1
P14778	P51617	1	IL1	13	physical	IL1R1	IRAK1	P14778	P51617	1
P14778	Q9NWZ3	1	IL1	13	physical	IL1R1	IRAK4	P14778	Q9NWZ3	1
P14778	O00459	1	IL1	13	physical	IL1R1	PIK3R2	P14778	O00459	1
P14778	Q9H0E2	1	IL1	13	physical	IL1R1	TOLLIP	P14778	Q9H0E2	1
P14778	Q9Y4K3	1	IL1	13	physical	IL1R1	TRAF6	P14778	Q9Y4K3	1
P27930	P01583	1	IL1	13	physical	IL1R2	IL1A	P27930	P01583	1
P27930	P18510	1	IL1	13	physical	IL1R2	IL1RN	P27930	P18510	1
Q9NPH3	P01583	1	IL1	13	physical	IL1RAP	IL1A	Q9NPH3	P01583	1
