#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol	0	1	cv_part
P31749	O14640	1	Wnt	8	physical	AKT1	DVL1	P31749	O14640	1
P31749	Q14397	1	Wnt	8	physical	AKT1	GCKR	P31749	Q14397	1
P25054	O15169	1	Wnt	8	physical	APC	AXIN1	P25054	O15169	1
P25054	P36544	1	Wnt	8	physical	APC	CHRNA7	P25054	P36544	1
P25054	P35222	1	Wnt	8	physical	APC	CTNNB1	P25054	P35222	1
P25054	Q13418	1	Wnt	8	physical	APC	ILK	P25054	Q13418	1
Q9NR80	O14640	1	Wnt	8	physical	ARHGEF4	DVL1	Q9NR80	O14640	1
Q9NR80	Q14397	1	Wnt	8	physical	ARHGEF4	GCKR	Q9NR80	Q14397	1
P49407	O14641	1	Wnt	8	physical	ARRB1	DVL2	P49407	O14641	1
P32121	O14641	1	Wnt	8	physical	ARRB2	DVL2	P32121	O14641	1
P32121	Q9ULV1	1	Wnt	8	physical	ARRB2	FZD4	P32121	Q9ULV1	1
O15169	P25054	1	Wnt	8	physical	AXIN1	APC	O15169	P25054	1
O15169	Q9Y297	1	Wnt	8	physical	AXIN1	BTRC	O15169	Q9Y297	1
O15169	P35222	1	Wnt	8	physical	AXIN1	CTNNB1	O15169	P35222	1
O15169	Q155Q3	1	Wnt	8	physical	AXIN1	DIXDC1	O15169	Q155Q3	1
O15169	O14641	1	Wnt	8	physical	AXIN1	DVL2	O15169	O14641	1
O15169	Q92837	1	Wnt	8	physical	AXIN1	FRAT1	O15169	Q92837	1
O15169	P49841	1	Wnt	8	physical	AXIN1	GSK3B	O15169	P49841	1
O15169	Q13233	1	Wnt	8	physical	AXIN1	MAP3K1	O15169	Q13233	1
O15169	Q9Y6R4	1	Wnt	8	physical	AXIN1	MAP3K4	O15169	Q9Y6R4	1
Q9Y2T1	P35222	1	Wnt	8	physical	AXIN2	CTNNB1	Q9Y2T1	P35222	1
Q9Y2T1	P49841	1	Wnt	8	physical	AXIN2	GSK3B	Q9Y2T1	P49841	1
O00512	P35222	1	Wnt	8	physical	BCL9	CTNNB1	O00512	P35222	1
Q9Y297	O15169	1	Wnt	8	physical	BTRC	AXIN1	Q9Y297	O15169	1
Q9Y297	P35222	1	Wnt	8	physical	BTRC	CTNNB1	Q9Y297	P35222	1
Q9Y297	P49841	1	Wnt	8	physical	BTRC	GSK3B	Q9Y297	P49841	1
P12830	P35222	1	Wnt	8	physical	CDH1	CTNNB1	P12830	P35222	1
P19022	O75581	1	Wnt	8	physical	CDH2	LRP6	P19022	O75581	1
Q9P2D1	Q9UBE8	1	Wnt	8	physical	CHD7	NLK	Q9P2D1	Q9UBE8	1
P36544	P25054	1	Wnt	8	physical	CHRNA7	APC	P36544	P25054	1
P48729	P35222	1	Wnt	8	physical	CSNK1A1	CTNNB1	P48729	P35222	1
P48729	P35222	1	Wnt	8	Phosphorylation	CSNK1A1	CTNNB1	P48729	P35222	1
P48729	Q13469	1	Wnt	8	physical	CSNK1A1	NFATC2	P48729	Q13469	1
P49674	P25054	1	Wnt	8	Phosphorylation	CSNK1E	APC	P49674	P25054	1
P49674	O14640	1	Wnt	8	Phosphorylation	CSNK1E	DVL1	P49674	O14640	1
P49674	O14640	1	Wnt	8	physical	CSNK1E	DVL1	P49674	O14640	1
Q13363	Q9NQB0	1	Wnt	8	physical	CTBP1	TCF7L2	Q13363	Q9NQB0	1
P35222	P25054	1	Wnt	8	physical	CTNNB1	APC	P35222	P25054	1
P35222	O15169	1	Wnt	8	physical	CTNNB1	AXIN1	P35222	O15169	1
P35222	Q9Y2T1	1	Wnt	8	physical	CTNNB1	AXIN2	P35222	Q9Y2T1	1
P35222	O00512	1	Wnt	8	physical	CTNNB1	BCL9	P35222	O00512	1
P35222	Q9Y297	1	Wnt	8	physical	CTNNB1	BTRC	P35222	Q9Y297	1
P35222	P12830	1	Wnt	8	physical	CTNNB1	CDH1	P35222	P12830	1
P35222	P48729	1	Wnt	8	physical	CTNNB1	CSNK1A1	P35222	P48729	1
P35222	P49841	1	Wnt	8	physical	CTNNB1	GSK3B	P35222	P49841	1
P35222	Q9UJU2	1	Wnt	8	physical	CTNNB1	LEF1	P35222	Q9UJU2	1
P35222	P15884	1	Wnt	8	physical	CTNNB1	TCF4	P35222	P15884	1
Q9Y4D1	P61586	1	Wnt	8	physical	DAAM1	RHOA	Q9Y4D1	P61586	1
P98082	Q92997	1	Wnt	8	physical	DAB2	DVL3	P98082	Q92997	1
Q155Q3	O15169	1	Wnt	8	physical	DIXDC1	AXIN1	Q155Q3	O15169	1
Q155Q3	P63000	1	Wnt	8	physical	DIXDC1	RAC1	Q155Q3	P63000	1
O94907	O75581	1	Wnt	8	physical	DKK1	LRP6	O94907	O75581	1
O94907	Q14696	1	Wnt	8	physical	DKK1	MESDC2	O94907	Q14696	1
O14640	P31749	1	Wnt	8	physical	DVL1	AKT1	O14640	P31749	1
O14640	Q9NR80	1	Wnt	8	physical	DVL1	ARHGEF4	O14640	Q9NR80	1
O14640	P49674	1	Wnt	8	physical	DVL1	CSNK1E	O14640	P49674	1
O14640	Q14397	1	Wnt	8	physical	DVL1	GCKR	O14640	Q14397	1
O14640	O14986	1	Wnt	8	physical	DVL1	PIP5K1B	O14640	O14986	1
O14640	P63000	1	Wnt	8	physical	DVL1	RAC1	O14640	P63000	1
O14641	P49407	1	Wnt	8	physical	DVL2	ARRB1	O14641	P49407	1
O14641	P32121	1	Wnt	8	physical	DVL2	ARRB2	O14641	P32121	1
O14641	O15169	1	Wnt	8	physical	DVL2	AXIN1	O14641	O15169	1
Q92997	P98082	1	Wnt	8	physical	DVL3	DAB2	Q92997	P98082	1
Q92837	O15169	1	Wnt	8	physical	FRAT1	AXIN1	Q92837	O15169	1
Q92837	O75197	1	Wnt	8	physical	FRAT1	LRP5	Q92837	O75197	1
O75474	P49841	1	Wnt	8	physical	FRAT2	GSK3B	O75474	P49841	1
Q92765	P41221	1	Wnt	8	physical	FRZB	WNT5A	Q92765	P41221	1
Q9UP38	O75581	1	Wnt	8	physical	FZD1	LRP6	Q9UP38	O75581	1
Q9UP38	P09544	1	Wnt	8	physical	FZD1	WNT2	Q9UP38	P09544	1
Q9UP38	P56703	1	Wnt	8	physical	FZD1	WNT3	Q9UP38	P56703	1
Q9UP38	P56706	1	Wnt	8	physical	FZD1	WNT7B	Q9UP38	P56706	1
Q9ULW2	Q13467	1	Wnt	8	physical	FZD10	FZD5	Q9ULW2	Q13467	1
Q9ULW2	P56706	1	Wnt	8	physical	FZD10	WNT7B	Q9ULW2	P56706	1
Q14332	Q01974	1	Wnt	8	physical	FZD2	ROR2	Q14332	Q01974	1
Q14332	P41221	1	Wnt	8	physical	FZD2	WNT5A	Q14332	P41221	1
Q9NPG1	P41221	1	Wnt	8	physical	FZD3	WNT5A	Q9NPG1	P41221	1
Q9ULV1	P32121	1	Wnt	8	physical	FZD4	ARRB2	Q9ULV1	P32121	1
Q13467	Q9ULW2	1	Wnt	8	physical	FZD5	FZD10	Q13467	Q9ULW2	1
Q13467	Q01974	1	Wnt	8	physical	FZD5	ROR2	Q13467	Q01974	1
Q13467	P56704	1	Wnt	8	physical	FZD5	WNT3A	Q13467	P56704	1
O60353	P56705	1	Wnt	8	physical	FZD6	WNT4	O60353	P56705	1
O75084	P56703	1	Wnt	8	physical	FZD7	WNT3	O75084	P56703	1
O75084	O00755	1	Wnt	8	physical	FZD7	WNT7A	O75084	O00755	1
Q9H461	Q2MKA7	1	Wnt	8	physical	FZD8	RSPO1	Q9H461	Q2MKA7	1
Q9H461	P34925	1	Wnt	8	physical	FZD8	RYK	Q9H461	P34925	1
Q9H461	P56704	1	Wnt	8	physical	FZD8	WNT3A	Q9H461	P56704	1
Q9H461	Q9H1J7	1	Wnt	8	physical	FZD8	WNT5B	Q9H461	Q9H1J7	1
Q14397	P31749	1	Wnt	8	physical	GCKR	AKT1	Q14397	P31749	1
Q14397	Q9NR80	1	Wnt	8	physical	GCKR	ARHGEF4	Q14397	Q9NR80	1
Q14397	O14640	1	Wnt	8	physical	GCKR	DVL1	Q14397	O14640	1
Q14397	P49841	1	Wnt	8	Phosphorylation	GCKR	GSK3B	Q14397	P49841	1
Q14397	P49841	1	Wnt	8	physical	GCKR	GSK3B	Q14397	P49841	1
P51654	P41221	1	Wnt	8	physical	GPC3	WNT5A	P51654	P41221	1
P49840	O75581	1	Wnt	8	Phosphorylation	GSK3A	LRP6	P49840	O75581	1
P49841	O15169	1	Wnt	8	physical	GSK3B	AXIN1	P49841	O15169	1
P49841	Q9Y2T1	1	Wnt	8	physical	GSK3B	AXIN2	P49841	Q9Y2T1	1
P49841	Q9Y297	1	Wnt	8	physical	GSK3B	BTRC	P49841	Q9Y297	1
P49841	P35222	1	Wnt	8	Phosphorylation	GSK3B	CTNNB1	P49841	P35222	1
P49841	P35222	1	Wnt	8	physical	GSK3B	CTNNB1	P49841	P35222	1
P49841	O75474	1	Wnt	8	physical	GSK3B	FRAT2	P49841	O75474	1
P49841	Q14397	1	Wnt	8	physical	GSK3B	GCKR	P49841	Q14397	1
Q13418	P25054	1	Wnt	8	physical	ILK	APC	Q13418	P25054	1
Q9UEF7	P04628	1	Wnt	8	physical	KL	WNT1	Q9UEF7	P04628	1
Q9UEF7	P56703	1	Wnt	8	physical	KL	WNT3	Q9UEF7	P56703	1
Q9UEF7	P41221	1	Wnt	8	physical	KL	WNT5A	Q9UEF7	P41221	1
Q9UJU2	P35222	1	Wnt	8	physical	LEF1	CTNNB1	Q9UJU2	P35222	1
O75197	Q92837	1	Wnt	8	physical	LRP5	FRAT1	O75197	Q92837	1
O75197	P04628	1	Wnt	8	physical	LRP5	WNT1	O75197	P04628	1
O75581	P19022	1	Wnt	8	physical	LRP6	CDH2	O75581	P19022	1
O75581	O94907	1	Wnt	8	physical	LRP6	DKK1	O75581	O94907	1
O75581	Q9UP38	1	Wnt	8	physical	LRP6	FZD1	O75581	Q9UP38	1
O75581	Q14696	1	Wnt	8	physical	LRP6	MESDC2	O75581	Q14696	1
O75581	P04628	1	Wnt	8	physical	LRP6	WNT1	O75581	P04628	1
Q13233	O15169	1	Wnt	8	physical	MAP3K1	AXIN1	Q13233	O15169	1
Q9Y6R4	O15169	1	Wnt	8	physical	MAP3K4	AXIN1	Q9Y6R4	O15169	1
Q14696	O94907	1	Wnt	8	physical	MESDC2	DKK1	Q14696	O94907	1
Q14696	O75581	1	Wnt	8	physical	MESDC2	LRP6	Q14696	O75581	1
Q14696	P56704	1	Wnt	8	physical	MESDC2	WNT3A	Q14696	P56704	1
Q13469	P48729	1	Wnt	8	physical	NFATC2	CSNK1A1	Q13469	P48729	1
Q9UBE8	Q9P2D1	1	Wnt	8	physical	NLK	CHD7	Q9UBE8	Q9P2D1	1
Q9UBE8	P37231	1	Wnt	8	physical	NLK	PPARG	Q9UBE8	P37231	1
Q9UBE8	Q15047	1	Wnt	8	physical	NLK	SETDB1	Q9UBE8	Q15047	1
Q9UBE8	Q15047	1	Wnt	8	Dephosphorylation	NLK	SETDB1	Q9UBE8	Q15047	1
Q9UBE8	P15884	1	Wnt	8	physical	NLK	TCF4	Q9UBE8	P15884	1
Q9UBE8	P15884	1	Wnt	8	Phosphorylation	NLK	TCF4	Q9UBE8	P15884	1
O14986	O14640	1	Wnt	8	physical	PIP5K1B	DVL1	O14986	O14640	1
P37231	Q9UBE8	1	Wnt	8	physical	PPARG	NLK	P37231	Q9UBE8	1
P37231	Q15047	1	Wnt	8	physical	PPARG	SETDB1	P37231	Q15047	1
P62136	Q9UD71	1	Wnt	8	physical	PPP1CA	PPP1R1B	P62136	Q9UD71	1
Q9UD71	P62136	1	Wnt	8	physical	PPP1R1B	PPP1CA	Q9UD71	P62136	1
P17612	Q9UD71	1	Wnt	8	Phosphorylation	PRKACA	PPP1R1B	P17612	Q9UD71	1
