#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol	0	1	cv_part
P31749	O14746	1	IL2	14	physical	AKT1	TERT	P31749	O14746	0
P31749	O14746	1	IL2	14	Phosphorylation	AKT1	TERT	P31749	O14746	0
P10415	Q9Y287	1	IL2	14	physical	BCL2	ITM2B	P10415	Q9Y287	0
P22681	P46109	1	IL2	14	physical	CBL	CRKL	P22681	P46109	0
P22681	P62993	1	IL2	14	physical	CBL	GRB2	P22681	P62993	0
P22681	O00459	1	IL2	14	physical	CBL	PIK3R2	P22681	O00459	0
P24864	P28482	1	IL2	14	physical	CCNE1	MAPK1	P24864	P28482	0
P46108	P51692	1	IL2	14	physical	CRK	STAT5B	P46108	P51692	0
P46109	P22681	1	IL2	14	physical	CRKL	CBL	P46109	P22681	0
P46109	P62993	1	IL2	14	physical	CRKL	GRB2	P46109	P62993	0
P46109	P27986	1	IL2	14	physical	CRKL	PIK3R1	P46109	P27986	0
P46109	Q06124	1	IL2	14	physical	CRKL	PTPN11	P46109	Q06124	0
P55884	P14784	1	IL2	14	physical	EIF3B	IL2RB	P55884	P14784	0
P14921	P51692	1	IL2	14	physical	ETS1	STAT5B	P14921	P51692	0
P15036	P51692	1	IL2	14	physical	ETS2	STAT5B	P15036	P51692	0
P06241	P14784	1	IL2	14	physical	FYN	IL2RB	P06241	P14784	0
P06241	P27986	1	IL2	14	Phosphorylation	FYN	PIK3R1	P06241	P27986	0
P06241	P27986	1	IL2	14	physical	FYN	PIK3R1	P06241	P27986	0
P06241	O00459	1	IL2	14	physical	FYN	PIK3R2	P06241	O00459	0
Q9UQC2	Q06124	1	IL2	14	physical	GAB2	PTPN11	Q9UQC2	Q06124	0
P62993	P22681	1	IL2	14	physical	GRB2	CBL	P62993	P22681	0
P62993	P46109	1	IL2	14	physical	GRB2	CRKL	P62993	P46109	0
P62993	P29353	1	IL2	14	physical	GRB2	SHC1	P62993	P29353	0
P62993	Q07889	1	IL2	14	physical	GRB2	SOS1	P62993	Q07889	0
P40933	P14784	1	IL2	14	physical	IL15	IL2RB	P40933	P14784	0
P01589	P14784	1	IL2	14	physical	IL2RA	IL2RB	P01589	P14784	0
P01589	P31785	1	IL2	14	physical	IL2RA	IL2RG	P01589	P31785	0
P14784	P55884	1	IL2	14	physical	IL2RB	EIF3B	P14784	P55884	0
P14784	P06241	1	IL2	14	physical	IL2RB	FYN	P14784	P06241	0
P14784	P40933	1	IL2	14	physical	IL2RB	IL15	P14784	P40933	0
P14784	P01589	1	IL2	14	physical	IL2RB	IL2RA	P14784	P01589	0
P14784	P23458	1	IL2	14	physical	IL2RB	JAK1	P14784	P23458	0
P14784	P06239	1	IL2	14	physical	IL2RB	LCK	P14784	P06239	0
P14784	P29350	1	IL2	14	physical	IL2RB	PTPN6	P14784	P29350	0
P14784	Q15464	1	IL2	14	physical	IL2RB	SHB	P14784	Q15464	0
P14784	P29353	1	IL2	14	physical	IL2RB	SHC1	P14784	P29353	0
P14784	P42224	1	IL2	14	physical	IL2RB	STAT1	P14784	P42224	0
P14784	P40763	1	IL2	14	physical	IL2RB	STAT3	P14784	P40763	0
P14784	P42229	1	IL2	14	physical	IL2RB	STAT5A	P14784	P42229	0
P31785	P01589	1	IL2	14	physical	IL2RG	IL2RA	P31785	P01589	0
P31785	P52333	1	IL2	14	physical	IL2RG	JAK3	P31785	P52333	0
