#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol	0	1	cv_part
P31785	P27986	1	IL2	14	Phosphorylation	IL2RG	PIK3R1	P31785	P27986	0
P35568	P23458	1	IL2	14	physical	IRS1	JAK1	P35568	P23458	0
P35568	P52333	1	IL2	14	physical	IRS1	JAK3	P35568	P52333	0
Q9Y4H2	P52333	1	IL2	14	physical	IRS2	JAK3	Q9Y4H2	P52333	0
Q9Y287	P10415	1	IL2	14	physical	ITM2B	BCL2	Q9Y287	P10415	0
P23458	P14784	1	IL2	14	Phosphorylation	JAK1	IL2RB	P23458	P14784	0
P23458	P14784	1	IL2	14	physical	JAK1	IL2RB	P23458	P14784	0
P23458	P35568	1	IL2	14	Phosphorylation	JAK1	IRS1	P23458	P35568	0
P23458	P35568	1	IL2	14	physical	JAK1	IRS1	P23458	P35568	0
P23458	P27986	1	IL2	14	physical	JAK1	PIK3R1	P23458	P27986	0
P23458	O14543	1	IL2	14	Phosphorylation	JAK1	SOCS3	P23458	O14543	0
P23458	O14543	1	IL2	14	physical	JAK1	SOCS3	P23458	O14543	0
O60674	Q92783	1	IL2	14	Phosphorylation	JAK2	STAM	O60674	Q92783	0
O60674	Q92783	1	IL2	14	physical	JAK2	STAM	O60674	Q92783	0
P52333	P31785	1	IL2	14	physical	JAK3	IL2RG	P52333	P31785	0
P52333	P35568	1	IL2	14	Phosphorylation	JAK3	IRS1	P52333	P35568	0
P52333	P35568	1	IL2	14	physical	JAK3	IRS1	P52333	P35568	0
P52333	Q9Y4H2	1	IL2	14	physical	JAK3	IRS2	P52333	Q9Y4H2	0
P52333	Q9Y4H2	1	IL2	14	Phosphorylation	JAK3	IRS2	P52333	Q9Y4H2	0
P52333	Q14289	1	IL2	14	physical	JAK3	PTK2B	P52333	Q14289	0
P52333	P40763	1	IL2	14	Phosphorylation	JAK3	STAT3	P52333	P40763	0
P06239	P14784	1	IL2	14	physical	LCK	IL2RB	P06239	P14784	0
P06239	P14784	1	IL2	14	Phosphorylation	LCK	IL2RB	P06239	P14784	0
P06239	P28482	1	IL2	14	Phosphorylation	LCK	MAPK1	P06239	P28482	0
P06239	P28482	1	IL2	14	physical	LCK	MAPK1	P06239	P28482	0
P28482	P24864	1	IL2	14	physical	MAPK1	CCNE1	P28482	P24864	0
P28482	P06239	1	IL2	14	physical	MAPK1	LCK	P28482	P06239	0
P28482	P40763	1	IL2	14	Phosphorylation	MAPK1	STAT3	P28482	P40763	0
P27361	Q9UQC2	1	IL2	14	Phosphorylation	MAPK3	GAB2	P27361	Q9UQC2	0
P27361	Q9NQ66	1	IL2	14	Phosphorylation	MAPK3	PLCB1	P27361	Q9NQ66	0
P45983	P05412	1	IL2	14	Phosphorylation	MAPK8	JUN	P45983	P05412	0
P42345	O14746	1	IL2	14	physical	MTOR	TERT	P42345	O14746	0
P04150	P51692	1	IL2	14	physical	NR3C1	STAT5B	P04150	P51692	0
P42336	P42338	1	IL2	14	physical	PIK3CA	PIK3CB	P42336	P42338	0
P42336	O00329	1	IL2	14	physical	PIK3CA	PIK3CD	P42336	O00329	0
P42336	P48736	1	IL2	14	physical	PIK3CA	PIK3CG	P42336	P48736	0
P42338	P42336	1	IL2	14	physical	PIK3CB	PIK3CA	P42338	P42336	0
P42338	O00329	1	IL2	14	physical	PIK3CB	PIK3CD	P42338	O00329	0
P42338	P48736	1	IL2	14	physical	PIK3CB	PIK3CG	P42338	P48736	0
P42338	Q05513	1	IL2	14	physical	PIK3CB	PRKCZ	P42338	Q05513	0
P42338	P23443	1	IL2	14	Phosphorylation	PIK3CB	RPS6KB1	P42338	P23443	0
P42338	P40763	1	IL2	14	Phosphorylation	PIK3CB	STAT3	P42338	P40763	0
O00329	P42336	1	IL2	14	physical	PIK3CD	PIK3CA	O00329	P42336	0
O00329	P42338	1	IL2	14	physical	PIK3CD	PIK3CB	O00329	P42338	0
O00329	P48736	1	IL2	14	physical	PIK3CD	PIK3CG	O00329	P48736	0
O00329	Q05513	1	IL2	14	physical	PIK3CD	PRKCZ	O00329	Q05513	0
O00329	P23443	1	IL2	14	Phosphorylation	PIK3CD	RPS6KB1	O00329	P23443	0
P48736	P42336	1	IL2	14	physical	PIK3CG	PIK3CA	P48736	P42336	0
P48736	P42338	1	IL2	14	physical	PIK3CG	PIK3CB	P48736	P42338	0
P48736	O00329	1	IL2	14	physical	PIK3CG	PIK3CD	P48736	O00329	0
P27986	P46109	1	IL2	14	physical	PIK3R1	CRKL	P27986	P46109	0
P27986	P06241	1	IL2	14	physical	PIK3R1	FYN	P27986	P06241	0
P27986	P23458	1	IL2	14	physical	PIK3R1	JAK1	P27986	P23458	0
P27986	O00459	1	IL2	14	physical	PIK3R1	PIK3R2	P27986	O00459	0
P27986	P23443	1	IL2	14	Phosphorylation	PIK3R1	RPS6KB1	P27986	P23443	0
P27986	P40763	1	IL2	14	Phosphorylation	PIK3R1	STAT3	P27986	P40763	0
O00459	P22681	1	IL2	14	physical	PIK3R2	CBL	O00459	P22681	0
O00459	P06241	1	IL2	14	physical	PIK3R2	FYN	O00459	P06241	0
O00459	P27986	1	IL2	14	physical	PIK3R2	PIK3R1	O00459	P27986	0
O00459	Q06124	1	IL2	14	physical	PIK3R2	PTPN11	O00459	Q06124	0
O00459	P23443	1	IL2	14	Phosphorylation	PIK3R2	RPS6KB1	O00459	P23443	0
Q05513	P42338	1	IL2	14	physical	PRKCZ	PIK3CB	Q05513	P42338	0
Q05513	O00329	1	IL2	14	physical	PRKCZ	PIK3CD	Q05513	O00329	0
Q14289	P52333	1	IL2	14	physical	PTK2B	JAK3	Q14289	P52333	0
Q06124	P46109	1	IL2	14	physical	PTPN11	CRKL	Q06124	P46109	0
Q06124	Q9UQC2	1	IL2	14	physical	PTPN11	GAB2	Q06124	Q9UQC2	0
Q06124	O00459	1	IL2	14	physical	PTPN11	PIK3R2	Q06124	O00459	0
Q06124	P51692	1	IL2	14	Dephosphorylation	PTPN11	STAT5B	Q06124	P51692	0
P29350	P14784	1	IL2	14	Dephosphorylation	PTPN6	IL2RB	P29350	P14784	0
P29350	P14784	1	IL2	14	physical	PTPN6	IL2RB	P29350	P14784	0
P29350	P52333	1	IL2	14	Dephosphorylation	PTPN6	JAK3	P29350	P52333	0
P23443	P62753	1	IL2	14	Phosphorylation	RPS6KB1	RPS6	P23443	P62753	0
Q15464	P14784	1	IL2	14	physical	SHB	IL2RB	Q15464	P14784	0
P29353	P62993	1	IL2	14	physical	SHC1	GRB2	P29353	P62993	0
P29353	P14784	1	IL2	14	physical	SHC1	IL2RB	P29353	P14784	0
O14543	P23458	1	IL2	14	physical	SOCS3	JAK1	O14543	P23458	0
Q07889	P62993	1	IL2	14	physical	SOS1	GRB2	Q07889	P62993	0
Q92783	O60674	1	IL2	14	physical	STAM	JAK2	Q92783	O60674	0
P42224	P14784	1	IL2	14	physical	STAT1	IL2RB	P42224	P14784	0
P40763	P14784	1	IL2	14	physical	STAT3	IL2RB	P40763	P14784	0
P40763	P51692	1	IL2	14	physical	STAT3	STAT5B	P40763	P51692	0
P42229	P14784	1	IL2	14	physical	STAT5A	IL2RB	P42229	P14784	0
P42229	P51692	1	IL2	14	physical	STAT5A	STAT5B	P42229	P51692	0
P51692	P46108	1	IL2	14	physical	STAT5B	CRK	P51692	P46108	0
P51692	P14921	1	IL2	14	physical	STAT5B	ETS1	P51692	P14921	0
P51692	P15036	1	IL2	14	physical	STAT5B	ETS2	P51692	P15036	0
P51692	P04150	1	IL2	14	physical	STAT5B	NR3C1	P51692	P04150	0
P51692	P40763	1	IL2	14	physical	STAT5B	STAT3	P51692	P40763	0
P51692	P42229	1	IL2	14	physical	STAT5B	STAT5A	P51692	P42229	0
O14746	P31749	1	IL2	14	physical	TERT	AKT1	O14746	P31749	0
O14746	P42345	1	IL2	14	physical	TERT	MTOR	O14746	P42345	0
