#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol	0	1	cv_part
P42345	Q13541	1	BDNF	76	Phosphorylation	MTOR	EIF4EBP1	P42345	Q13541	0
P13591	Q16620	1	BDNF	76	physical	NCAM1	NTRK2	P13591	Q16620	0
P08138	P23560	1	BDNF	76	physical	NGFR	BDNF	P08138	P23560	0
P46459	P42262	1	BDNF	76	physical	NSF	GRIA2	P46459	P42262	0
Q16620	P19022	1	BDNF	76	physical	NTRK2	CDH2	Q16620	P19022	0
Q16620	Q00535	1	BDNF	76	Phosphorylation	NTRK2	CDK5	Q16620	Q00535	0
Q16620	Q00535	1	BDNF	76	physical	NTRK2	CDK5	Q16620	Q00535	0
Q16620	CDKR1	1	BDNF	76	physical	NTRK2	CDKR1	Q16620	CDKR1	0
Q16620	P22001	1	BDNF	76	Phosphorylation	NTRK2	KCNA3	Q16620	P22001	0
Q16620	P13591	1	BDNF	76	physical	NTRK2	NCAM1	Q16620	P13591	0
Q16620	P13591	1	BDNF	76	Phosphorylation	NTRK2	NCAM1	Q16620	P13591	0
Q16620	Q06124	1	BDNF	76	physical	NTRK2	PTPN11	Q16620	Q06124	0
Q16620	P10586	1	BDNF	76	physical	NTRK2	PTPRF	Q16620	P10586	0
Q16620	O14492	1	BDNF	76	Phosphorylation	NTRK2	SH2B2	Q16620	O14492	0
Q16620	Q92529	1	BDNF	76	physical	NTRK2	SHC3	Q16620	Q92529	0
Q16620	Q13501	1	BDNF	76	physical	NTRK2	SQSTM1	Q16620	Q13501	0
Q16620	Q9Y4K3	1	BDNF	76	physical	NTRK2	TRAF6	Q16620	Q9Y4K3	0
Q16288	P35222	1	BDNF	76	physical	NTRK3	CTNNB1	Q16288	P35222	0
O15530	Q15418	1	BDNF	76	Phosphorylation	PDPK1	RPS6KA1	O15530	Q15418	0
O15530	P51812	1	BDNF	76	Phosphorylation	PDPK1	RPS6KA3	O15530	P51812	0
P27986	P35568	1	BDNF	76	physical	PIK3R1	IRS1	P27986	P35568	0
P27986	Q9Y4H2	1	BDNF	76	physical	PIK3R1	IRS2	P27986	Q9Y4H2	0
P27986	O00459	1	BDNF	76	physical	PIK3R1	PIK3R2	P27986	O00459	0
O00459	Q9Y4H2	1	BDNF	76	physical	PIK3R2	IRS2	O00459	Q9Y4H2	0
O00459	P27986	1	BDNF	76	physical	PIK3R2	PIK3R1	O00459	P27986	0
P67775	P28472	1	BDNF	76	Dephosphorylation	PPP2CA	GABRB3	P67775	P28472	0
P67775	P28472	1	BDNF	76	physical	PPP2CA	GABRB3	P67775	P28472	0
Q06124	Q8WU20	1	BDNF	76	physical	PTPN11	FRS2	Q06124	Q8WU20	0
Q06124	P62993	1	BDNF	76	physical	PTPN11	GRB2	Q06124	P62993	0
Q06124	Q16620	1	BDNF	76	physical	PTPN11	NTRK2	Q06124	Q16620	0
P10586	Q16620	1	BDNF	76	physical	PTPRF	NTRK2	P10586	Q16620	0
P63000	Q13009	1	BDNF	76	physical	RAC1	TIAM1	P63000	Q13009	0
O75582	P16220	1	BDNF	76	Phosphorylation	RPS6KA5	CREB1	O75582	P16220	0
P23443	P62753	1	BDNF	76	Phosphorylation	RPS6KB1	RPS6	P23443	P62753	0
P98077	P62993	1	BDNF	76	physical	SHC2	GRB2	P98077	P62993	0
Q92529	Q16620	1	BDNF	76	physical	SHC3	NTRK2	Q92529	Q16620	0
Q6S5L8	P62993	1	BDNF	76	physical	SHC4	GRB2	Q6S5L8	P62993	0
Q99523	P23560	1	BDNF	76	physical	SORT1	BDNF	Q99523	P23560	0
Q13501	Q16620	1	BDNF	76	physical	SQSTM1	NTRK2	Q13501	Q16620	0
Q13009	P63000	1	BDNF	76	physical	TIAM1	RAC1	Q13009	P63000	0
Q9Y4K3	Q16620	1	BDNF	76	Ubiquitination	TRAF6	NTRK2	Q9Y4K3	Q16620	0
Q9Y4K3	Q16620	1	BDNF	76	physical	TRAF6	NTRK2	Q9Y4K3	Q16620	0
