#tail	head	KSP index
P14778	Q04206	1
P27930	Q04206	2
P14778	P27986	3
P27986	P25963	3
P14778	Q15750	4
Q15750	Q9Y6K9	4
Q15750	O14920	5
Q15750	P25963	6
Q15750	Q15653	7
P14778	Q99759	8
Q99759	Q9Y6K9	8
Q99759	Q04206	9
Q99759	O14920	10
Q99759	P25963	11
Q99759	Q15653	12
Q04206	P25963	13
Q04206	Q15653	14
P14778	Q9Y4K3	15
Q9Y4K3	Q9Y6K9	15
Q9Y4K3	Q04206	16
Q9Y4K3	O14920	17
P14778	P19838	18
P19838	Q04206	18
P19838	P25963	19
P19838	Q15653	20
P14778	Q99836	21
Q99836	Q04206	21
P14778	Q12933	22
Q12933	Q9Y6K9	22
Q12933	O14920	23
Q12933	P25963	24
P14778	Q15628	25
Q15628	Q9Y6K9	25
Q15628	O14920	26
Q15628	P25963	27
P14778	P51617	28
P51617	Q9Y6K9	28
P51617	O14920	29
P14778	Q9NWZ3	30
Q9NWZ3	O14920	30
P14778	O43187	31
O43187	O14920	31
P14778	Q9Y616	32
Q9Y616	O14920	32
Q9NPH3	Q99836	33
Q9NPH3	Q15628	34
Q9NPH3	P51617	35
Q9NPH3	P14778	36
Q9NPH3	Q9NWZ3	37
Q9NPH3	O43187	38
Q9NPH3	P27930	39
P27930	Q15750	40
P27930	Q99759	41
P27930	Q9Y4K3	42
P27930	P19838	43
P14778	P42574	44
P42574	O14920	44
Q9NPH3	Q9Y616	45
P27930	P42574	46
P42574	P25963	47
P27986	O15530	48
O15530	O14920	48
P27986	Q9H9Y6	49
Q9H9Y6	Q15653	49
P27986	P40763	50
P40763	Q04206	50
P27986	P63104	51
P63104	Q9Y6K9	51
P27986	P16871	52
P16871	Q04206	52
P27986	P21333	53
P21333	Q9Y6K9	53
P27986	Q14790	54
Q14790	Q9Y6K9	54
P27986	Q9Y243	55
Q9Y243	Q9Y6K9	55
P27986	P15509	56
P15509	O14920	56
P27986	Q9Y4K3	57
P27986	P0CG47	58
