#node1	node2
P12004	P35250
P22607	P29353
Q13555	Q13936
P08238	Q15750
P12956	Q12905
Q13573	Q7Z5R6
Q14653	Q8IU54
P04278	P60709
Q13976	Q16539
P0C0S5	Q92769
Q4VXU2	Q96EP5
P16520	P47898
P63208	Q9NWN3
Q04206	Q96JB5
P0C7N5	P38405
Q15910	Q9GZS3
P27482	Q01064
P10242	Q01094
P17252	Q9Y6R4
P16885	Q9UQC2
P10070	P62258
P36873	Q9Y6K9
O75365	Q9UBB6
P54105	Q9BQA1
P62993	Q07889
Q6UX71	Q92542
P25025	Q07325
Q9UI12	Q9Y5J5
Q13330	Q13547
P01116	Q9UM73
O75937	P67809
P01106	P48449
P15153	Q9P286
P08908	P63218
P62993	Q9UHB6
O60341	P17542
P21980	Q14766
Q6UY14	Q9HB63
P04406	P50453
P42336	Q13094
P42345	Q9BPX7
P25963	P63167
P02766	Q15572
P46937	P63104
Q96RN5	Q9BTT4
P67870	Q5SQH8
O14965	P52732
P12814	P26010
O15498	Q9UEU0
Q13315	Q9NS91
P68104	Q9H9G7
P07332	P52333
P04637	Q13794
P49207	P62891
O14967	Q6SZW1
P16070	Q13009
P21964	Q99732
P42345	Q12933
P01116	P21802
P17252	P19883
P16619	P49238
P15248	P42229
P52735	P63000
P32121	Q8NG78
O14933	Q9Y508
O95837	P34981
O14543	P26951
P61026	Q9H3U5
P0C5Y9	Q93079
P36894	Q12841
P02794	Q14994
Q9NRI5	Q9UPN3
P25205	P63104
O15371	O75822
P02768	Q92616
O96013	P62745
P23760	P62993
Q8NBM4	Q8WWI1
Q03112	Q92769
P14672	Q9UER7
P12109	P31431
Q9HCJ2	Q9Y2I2
Q9GZT3	Q9UET6
Q13315	Q5H9F3
Q92616	Q9Y4K3
Q13315	Q9ULD9
P04216	P11215
P19838	P29460
P12931	P16234
P19320	Q9HBY0
P10914	P32455
Q99877	Q9UBN7
P43686	P62333
O00144	P50148
P48023	P56937
O15496	P29992
Q16787	Q96K37
O60671	O60921
P85299	Q9BPZ7
P36507	Q07890
O15198	Q6PD62
O14730	P51571
Q99963	Q9H3H3
P02679	P05154
Q16254	Q7L590
P14635	Q9UK53
Q8TBE9	Q9H8Y8
P49716	Q70EL3
P05198	Q99613
Q96KM6	Q9BX70
P30101	Q9UIW2
O75937	Q8IWZ8
P62191	Q9UET6
P01111	Q13233
P50570	P62993
Q9BQY4	Q9BUX1
Q99623	Q9NZU0
P10809	Q9NR28
P53350	Q08752
P42345	Q9HB90
P15531	P18146
O14818	P60520
P11274	P42229
P30519	Q7L5N1
P23527	Q96DB2
P46108	P47928
P51965	Q96G75
O60353	Q9H1J7
P54274	P61981
P03372	Q12778
P29459	P29460
P82663	Q9NY93
Q96Q83	Q9NPF5
P17947	Q6SJ96
P14867	P46459
P01583	P18146
Q13568	Q92793
P01106	P55884
P12004	P22674
Q16531	Q9C0C7
P01848	P01850
O75943	Q9UM73
Q05586	Q9P0X4
P18850	Q68CJ9
P06733	Q86T03
P62249	Q04206
P00734	P25116
P35580	Q96QT4
Q9NYG5	Q9UJX4
O95816	Q04206
O75800	Q15819
Q08117	Q9Y6J8
P01243	Q9NR30
P28300	Q86SQ9
P43489	Q13114
P49336	Q96RN5
P36406	Q15637
O43464	O95835
O43251	Q15038
P06213	Q9GZP0
P62258	Q684P5
Q53G59	Q8TBB1
P61086	Q8N2W9
P41970	P62993
Q99062	Q9NPF7
P05067	Q99683
P05112	P14316
O96014	Q6FHJ7
Q8N5U6	Q96LR5
P04637	P68133
Q15465	Q4KMG0
406987	O15143
Q14203	Q8NFJ9
P04049	P17612
P01241	Q8N6P7
P00533	Q92870
P05387	P62829
Q15102	Q9Y3C7
O15121	Q53HC9
P51160	Q13956
Q13972	Q9HAV0
O15530	Q9H079
O75400	P50453
P07333	Q92835
O15530	P42338
O75569	Q7L5N1
Q16394	Q92882
P09619	P21781
P23443	Q96B36
407040	P46531
Q07889	Q96HP0
Q13315	Q15788
O95997	P13010
P52756	Q13243
P10145	P51677
P17252	P63000
O00505	P21980
O75558	P25788
P21802	Q9H201
O14543	Q6UXL0
O15371	Q99613
P48551	Q9UHD0
P10275	Q9UBS8
A4UGR9	Q9UET6
P27361	Q06124
Q08209	Q14318
P02741	Q06330
O60739	P62263
Q16658	Q9Y478
P49768	Q99569
P25024	P51671
Q8WVM8	Q9H9E3
Q13535	Q92547
P01571	P42701
Q12851	Q16560
Q8NHQ8	Q8TEW0
P57087	P67775
O14641	Q92837
P20702	P46108
O43390	Q15287
P16520	Q00975
P18621	P62917
P04637	Q03468
P10275	Q13794
O43521	Q9HD36
P15336	Q99062
P98170	Q96LR5
O75496	Q99741
P23528	P60709
Q13164	Q16665
Q5VYV7	Q8IY92
P30480	P63167
Q96L34	Q9UL42
406890	P01111
O60861	P05388
P51398	P99999
Q8NFH5	Q8TEM1
P14635	Q13952
O60925	P60709
P13639	P62993
O75381	P22307
P11215	Q8WWW0
Q86XI6	Q8TD86
O00311	P33992
P62136	Q07812
P04049	Q16539
O14827	P16520
O60739	Q15819
Q13151	Q13242
P12034	P21802
P62837	Q14139
P19174	P63000
P51617	Q15654
P01889	P16949
P35346	Q5T2W1
Q9BTM1	Q9Y5B9
P05412	P10145
Q14691	Q9Y248
P26641	P39748
P53804	Q6VMQ6
P11021	Q00005
P0C0S8	Q9UBN7
P34810	Q15306
Q6PEY2	Q9BUF5
Q7L5N1	Q92561
P50453	Q9GZT6
O95400	P82279
P01106	Q92830
Q03518	Q86V81
P26373	P42766
P49407	Q6DKI1
P32121	Q8NGI8
P04632	Q00535
P06400	Q9UBN7
P05108	Q92793
P38936	P55854
Q16665	Q99967
P51685	P52333
P28067	Q9GIY3
P42574	Q86TL0
P10276	P61201
O43541	Q15797
P07333	Q9HCT0
P14316	P61073
O43684	Q8N5F7
P42574	P78344
P16104	Q99536
P35749	P62993
P55036	Q13535
O75928	P48552
P25054	P35222
P45983	P68032
P04406	P62258
Q04864	Q15306
P0CG47	Q15038
Q13936	Q14654
Q9P287	Q9Y478
P17947	P20702
O00238	Q6P3X3
P01106	Q96K12
Q86TM6	Q9H832
P00739	P69905
A6NM45	Q9Y5I7
O14744	Q8NEV4
P27986	P62873
Q15287	Q9C0J8
Q96HF1	Q9UP38
P43405	Q14247
Q13547	Q969G3
P08581	Q13191
P31995	Q15788
P36897	Q04323
Q13042	Q13257
P28222	P50150
P10244	Q92769
P68133	Q9H0E9
P10275	P16220
P61513	P62913
P08047	P84022
O95831	Q9NX70
P60709	Q13352
P46527	P62993
Q86Y39	Q9UI09
P15918	P16333
P43243	Q13535
P84022	Q9Y2L9
P52788	Q16659
P32121	P43250
P25391	P53708
P01106	P49715
O43257	Q6ZRS2
Q07011	Q13077
P12931	Q13761
O75365	P04181
P06493	P28482
O15553	O43586
P29762	Q13368
P52272	P62330
Q16611	Q9Y371
Q92922	Q9P2D1
P03372	Q96LA8
Q13573	Q9Y618
Q70Z53	Q8IWX8
P04637	Q15573
O75144	P16410
Q13751	Q13797
P05166	Q14197
O95411	P54253
Q13315	Q9H814
Q6SZW1	Q86UT6
P04637	P49848
P41227	Q16665
P20073	Q7L5N1
Q13936	Q66LE6
P23229	P35609
P01106	Q9UM21
P10070	Q9H9S0
P32418	Q13237
Q13158	Q99836
P27361	P54829
P30480	Q9HAV7
O00716	Q14207
406957	P84022
Q07955	Q8TBB1
Q9NVH6	Q9NX70
Q6ZT07	Q92560
P14598	P47712
Q7Z5H3	Q92730
P47813	P55884
P55209	Q9BTV5
O60258	P08069
P63000	Q9NQU5
406956	Q8WYQ5
P01106	Q8IWK6
P00734	P05546
Q15185	Q9Y4K3
P12004	Q10586
Q13163	Q9Y5S2
P61587	Q7Z5H3
P12830	Q13905
P14784	P29460
O95977	Q14344
P35626	Q8NGG0
C9J798	P01111
O00548	P49810
Q15717	Q9UL18
A6NIT4	P38484
P25445	P42224
P28566	P61952
O14641	Q9NYF0
P05771	P25098
P11474	Q9NPJ4
P25098	P32121
Q8NF91	Q9UKV8
O76014	P78545
O15371	O60739
P40337	Q15843
442918	P16070
P01579	Q99665
Q9Y4K3	Q9Y6Q6
P01135	P21802
P62993	Q13233
O15258	P54257
Q13325	Q96BY9
Q08209	Q9UIK4
Q9BV47	Q9Y496
O43927	P51677
P50502	Q92956
P62837	Q12986
Q9H9S4	Q9Y478
P67775	Q9NSI5
P22612	P48051
Q9UHD2	Q9UKV8
P49407	Q92783
406952	Q12852
O43493	Q7Z3C6
P63279	Q02078
P61073	Q8NHW4
P62081	P62857
Q99547	Q9UKY1
P21246	Q6IB77
O00459	P04899
P27694	P67870
P16234	Q92913
P00734	P03951
O60266	P51787
O60739	Q15369
O14512	Q14626
P38405	Q8N628
P07602	P55072
P00519	P62826
O95644	P45984
P12814	P60709
Q13315	Q14517
O60941	Q86X76
P04637	Q99728
P11169	Q13424
Q92806	Q9P2W3
P09529	Q04771
O95741	P20073
P30968	Q15796
P18031	P49760
Q86UL8	Q8IY63
O95467	Q01726
P62993	Q13322
O75400	Q15637
O14965	Q9UQK1
P09601	Q15717
P27540	P29274
Q12873	Q13263
P06239	Q9ULV8
P24863	Q13535
P16333	P21860
P20138	Q13191
P62310	Q16637
P08575	P17947
P0C0S8	Q969S8
O00221	P62158
O75925	P10275
O14978	Q9H8W4
Q13950	Q6P1K2
O00716	O15392
O75909	P78364
P51114	Q8N8V2
P27986	P42229
Q02156	Q5SW24
O14512	P40189
P10275	Q00535
P12931	Q04759
P30050	P84098
P61981	Q9Y4F9
P62805	Q9UBU8
Q14197	Q9P015
Q96F46	Q9Y4K3
P84085	P98175
P07900	P11387
P07384	Q07812
Q13315	Q5QJE6
P01106	P24394
A6NHL2	P51149
P51610	Q9ULM3
O14950	O60237
O00255	Q15797
Q8N3U4	Q99459
P36957	Q05516
P01111	Q8TDF6
Q14194	Q9UBS4
406988	O60315
P61073	Q15835
Q93062	Q96HA1
P05549	Q09472
Q9H4E5	Q9UNA1
P01033	P14780
O60739	P67812
P53350	Q6UXH1
P21583	P21802
Q71F56	Q9BTT4
P29317	P52803
P22301	Q13568
O95870	Q92900
P02746	Q07954
P42575	Q14203
O75159	Q13651
P10415	P31751
P62745	Q13829
P02768	Q13009
P18206	Q08043
P61088	Q13573
Q8TEW0	Q9UL42
P08069	P09603
P12980	Q9HA65
O43395	P63162
P17181	Q9NPF7
O60721	Q9H2G2
Q13435	Q96GM8
P17612	Q8TD86
P35609	Q9Y561
P05106	Q01955
P01584	Q01201
P35579	Q9BZW7
P46092	P48634
P17081	P27986
P29597	Q5VWK5
P56750	Q16625
P07948	P14859
P30101	Q03518
P01106	Q8TAA5
P00519	Q15464
406982	Q01094
P62333	Q9Y4K3
Q8TBB1	Q96CG3
Q5T9A4	Q9UL18
P08833	Q16665
P31947	P61962
P19525	P58753
O14788	Q14703
Q13315	Q99708
P46527	P62826
P50148	Q3MJ16
P27448	Q8WXK3
O60506	Q13315
Q14164	Q14657
O96001	P30154
P40227	P62714
Q99569	Q9NPF4
O60684	P63000
P63098	Q9UJX2
O15264	P50150
P17181	Q8IZI9
O00238	P12643
Q13573	Q9NTK5
P25106	Q14526
P09341	P09874
Q9NX02	Q9Y2Z0
A8MYU2	O60840
Q92934	Q9Y243
Q9Y2X8	Q9Y508
P35626	Q8NGJ9
O14543	Q8N6P7
P09629	P12956
P17301	P30101
P25054	Q9BQ87
Q13501	Q13557
Q01668	Q13237
P14316	Q04206
Q16822	Q9UGI9
P46977	Q86WV6
P09914	Q00978
O75419	P60510
Q13618	Q16236
P23458	Q9UHF4
P48039	Q15084
P00740	P41235
Q13765	Q9UKY1
O14508	P42226
Q99459	Q9Y5K5
P04899	Q9NPG2
P25054	P54792
Q01844	Q6PJW8
O14512	Q01113
O75376	Q16576
P38936	Q8IZ69
P08637	P35354
P12931	Q14118
P63279	Q06609
P56704	Q01974
Q99684	Q9NRD5
Q16539	Q9P2K8
Q06190	Q13522
O96013	Q99459
O14920	Q9ULZ3
P14598	Q15759
P25025	Q92664
O14964	Q01082
P27449	P98175
P98095	Q969U7
P15514	P29034
P01116	P48736
P58753	Q8IWV7
O15550	Q9C005
Q15744	Q9UBW7
26765	O60885
O60869	P18846
P04899	Q01970
O14777	Q9UL45
P51970	Q9Y6M9
O00716	Q969G3
O60258	P21802
O43908	P30511
Q96B02	Q9BZR9
Q9H672	Q9UBF6
P08311	P55210
P63104	Q92616
P23919	P25054
P63162	Q15393
O14939	P01116
P33241	Q9H2X3
P23511	P38398
P49715	Q06455
Q969U6	Q99750
P31946	P78362
P14921	P51692
Q96L33	Q9BRR9
O95503	Q71DI3
P10145	P35222
P07948	P48736
P16220	Q13873
Q16637	Q9UPQ3
P01225	Q8TDV5
Q13363	Q9UKV0
Q05655	Q9Y624
Q13489	Q8N668
P08581	Q9NRA1
P12956	Q00613
P63165	P63279
P06213	Q8WYR1
P08473	P41235
P01106	P28288
P37108	Q9NY93
Q06124	Q92835
P25054	P33992
Q5JWF2	Q8TDV5
P33076	P51532
P16333	Q96GP6
P00568	Q8NEZ4
Q8IZC6	Q9HCN6
P01833	P09341
P07437	P33981
P14672	Q8WYR1
Q6P4R8	Q9Y5K5
Q9H4E5	Q9Y3M8
P60763	Q86VI3
P62993	Q9NRR4
Q99459	Q9UJC3
O43639	Q15303
P12931	Q9Y2J2
P52597	Q15365
P62854	Q15843
O14764	Q9H0R8
P04899	P14416
P42345	Q6R327
P22415	Q02880
P62913	Q02543
P46379	Q9UBS4
P04179	P20338
P06858	P98164
P10586	Q03135
P16104	Q9BXW9
P51681	Q99731
P21673	Q13432
P08670	Q14203
Q13485	Q6ZN04
P00533	Q06190
P49810	Q07817
P61626	Q9P2S5
O15524	Q9BZR9
O60244	P19793
P14672	Q13131
P52735	Q9BXP5
O75665	Q9P2H0
P28749	Q08999
O60516	O60573
O94854	P02647
P36404	Q13432
P04637	Q13547
O00505	Q96NC0
P05556	Q17RW2
Q13137	Q9UKA9
O15264	Q9BQI3
P29353	Q9H0H5
P01138	Q01973
B1A4H9	P48357
O76096	P11802
P01570	P10914
P62993	Q01344
P81172	Q92908
Q13315	Q6KC79
O60266	Q5JWF2
Q71F56	Q86YW9
Q6IE81	Q92599
P01589	P42338
P10398	P53778
O75365	P16615
O75676	Q70SY1
P20226	Q16514
P32121	Q8NH73
P01106	Q01850
P11021	Q9P0V3
P04839	P14316
O43677	Q16795
P30480	P39023
Q13077	Q96RJ3
P14550	P23759
Q00610	Q9Y572
Q16822	Q9UGJ0
O15111	P05771
P62805	Q8NBZ0
O00237	Q96B02
P61026	Q9UHD8
P36406	P55040
P50591	Q13158
Q9NQC3	Q9Y4K3
O75446	P09455
P16220	Q6JBY9
P00740	P03951
O75925	Q12772
P45984	Q9Y4K3
O75348	P63010
P29973	P62158
P42336	Q9Y4H2
P18146	Q04917
P49715	Q99062
P52434	Q8WVC0
Q16539	Q9Y5S8
P30260	Q12834
P18146	Q9H246
O75626	Q04725
P13569	P53675
P49815	P62993
O15083	Q13136
Q96RN5	Q9BWU1
Q13683	Q16787
Q9NQC7	Q9Y6K9
P42574	Q14980
P00519	P21709
P01106	Q8TBQ9
P27348	P46937
P21675	Q16695
P52630	Q9Y6X2
P52735	P62993
P05230	P22607
Q96JB5	Q9UGM3
O15350	Q96J02
P52756	Q9BUJ2
Q07890	Q96BY6
O00487	Q8NDT2
442896	Q15303
P31314	Q92793
P04406	P49913
O60739	Q9UHV9
O60266	Q13554
O95477	P16220
P56880	Q8NI35
O95140	Q7Z434
Q8IYD8	Q9NPI8
O15198	Q9NQ87
P01111	P42336
P35268	P46778
P40337	Q15185
O00487	Q92905
P43694	P81172
P28482	Q13541
P13631	Q15788
P01106	Q92664
O75478	Q12962
Q12834	Q9NS23
P63000	Q9UPY6
Q93098	Q9ULW2
O95232	P61981
O43678	Q16795
Q9BY07	Q9UKV8
Q13153	Q15796
P05106	Q16363
Q15796	Q96MY7
O15197	P21673
P54253	Q8N2M8
P0CJ68	P25090
Q9BQS6	Q9UKK9
O00273	P55210
Q13315	Q9H6E5
O75323	P41743
Q8NHZ8	Q9UJX5
O95707	Q13535
O95931	Q99496
P30307	Q14192
P36897	Q96JC1
O95711	Q9Y6Y9
Q12996	Q9H0L4
P49810	Q92542
Q13418	Q9Y679
P20339	Q9H223
Q9BXT2	Q9UQM7
P10071	P49336
P04083	Q9BQ83
P27986	P42338
P62877	P78395
O15389	P41159
A0JLT2	Q71SY5
Q15834	Q9C0A6
P07766	P19338
P49841	Q92569
P17081	Q9Y3M8
P61952	P63096
P43121	Q9C0C9
P35913	P51160
P22626	Q13573
P01876	P02647
P22455	P42566
P50591	Q13568
P67809	Q01081
P68104	Q00005
P04637	Q02880
P62993	Q92928
O43918	Q01130
P19784	P24941
O95257	P38936
Q12933	Q99683
Q15008	Q9UNM6
P22612	Q07343
P04637	P18847
Q13315	Q9P2W1
P10145	Q16570
P52735	Q8IZP0
P13073	Q01094
Q8TED0	Q9UGN5
P15248	P78552
O96000	P03886
Q13315	Q76L83
O14610	P34969
Q16394	Q93063
O96013	Q13573
P40337	Q01105
P32121	Q8NGL1
O00273	P23508
O00151	P12814
Q13315	Q9NUA8
Q13769	Q96FV9
P35916	P62993
O15320	Q9Y4K3
P34932	Q9H816
P0DJD0	P55854
Q92569	Q9HAV0
O75365	Q9Y6D6
P03372	P19838
Q8IUC6	Q9UHD2
P30450	P43629
P08047	Q96FL8
Q8IUE6	Q99877
O75475	P42574
P52597	Q12986
P49841	Q8N0Z3
P62993	Q14247
P04626	Q9Y2R2
P05109	P62714
P50150	P53779
P31947	Q6P4F7
P00488	Q99962
O15230	Q13797
O00231	Q05516
P16885	P22607
O95484	Q8N7P3
P10070	Q13625
P42574	P49768
P47897	Q92569
P12931	Q9Y4K3
P45985	Q9Y2U5
P05771	P0C869
P52198	Q5T5U3
Q5XKL5	Q9Y4P8
P63279	Q9H444
O14544	P08887
P08473	P10275
P51532	P60709
P28749	Q99708
P17544	P35638
O14976	Q96CW1
Q00059	Q9UKE5
Q9NS64	Q9UKB1
P02768	P19827
Q15047	Q8TAD8
P15408	P53779
Q13405	Q14197
Q07157	Q13796
P12931	P78329
P54253	Q8N1N0
Q13233	Q9Y230
O94817	P60228
Q7L7L0	Q8N257
P05362	P61586
O00574	Q9H2A7
P62258	Q92574
Q58WW2	Q969Q1
P13725	P15260
P38936	P56524
P52209	Q04446
P30153	P53816
P04899	P33765
P52757	P61956
O96017	Q9UQK1
P08476	Q96S42
P17858	Q9Y490
Q99570	Q9Y371
P62805	P68133
O75528	P61964
Q04206	Q9UHD2
P0CG47	P49459
P07948	P08575
P08571	P18428
P05113	P16471
O43708	P06241
Q6UXL0	Q86WN2
P25787	P28074
O14893	P26368
406952	P38936
P10914	P29459
O14933	O43164
P09016	P10276
P16871	P68363
Q96EB6	Q9H1Y0
O00483	O43677
O15047	Q9C005
P15311	P32942
P38646	Q00653
P45985	Q05655
P51668	Q96BQ3
O00716	Q68CP9
Q86XI6	Q93100
O00463	Q07011
Q07890	Q9UKS6
P54709	Q9UEF7
Q01082	Q6NUQ1
P62841	Q96B02
P10914	P35228
P19838	Q04206
P04183	P27694
Q01449	Q86YV6
P06396	P16871
Q15628	Q9NYJ8
P16220	Q643R3
P35080	Q99719
Q9BXP5	Q9Y2X7
P49247	Q9GZT8
P05060	P68371
P12931	Q14289
P47712	P63092
Q8TAP6	Q9Y467
P18859	P56134
406890	P05231
Q02156	Q07812
O75925	Q99607
P17987	P62714
P45984	P67775
P03928	Q9BY11
P17655	Q07812
O15018	P01034
P56856	P56880
P28065	Q96J02
P06493	Q9H2G2
P08107	P49841
Q5QNW6	Q9UKV0
P16298	Q9UIK4
P23945	P84996
P45983	Q13202
P27824	Q12809
P56182	Q53EL6
P27986	P48023
P29400	P55055
O95865	P04183
Q00975	Q9UK08
P01889	P46108
P04141	P42702
O00141	Q99759
P62993	Q92932
Q15834	Q8TAP4
P48436	Q15796
P21333	Q9NYJ8
P63261	Q01094
P27986	P54710
P05388	Q9Y6K9
O15067	P19532
Q92765	Q9Y6F9
P48454	Q9NZT1
P49716	Q9Y696
Q9H293	Q9Y4K3
P13637	Q8WYR1
P33993	Q01094
P31948	Q9P2S5
Q15054	Q96S55
406991	P35711
406900	Q4LE39
Q05513	Q9Y624
Q13315	Q6IBW4
Q9UBB6	Q9Y2Q3
P35222	P51955
P35268	Q14164
P55211	Q07817
P28074	P49721
O95059	O95785
O14965	Q01469
O43915	P11362
O00144	O00755
P29353	Q16288
O60739	Q9UBQ5
Q93034	Q9HCE7
P12882	Q9NRG4
P18084	Q9Y490
P08514	P49023
P05107	Q8WWW0
Q15759	Q16690
P08651	Q13573
Q06587	Q8NHM5
A6NM45	Q8NI35
P01111	Q9NS23
P30049	Q15008
Q13424	Q99712
P09619	P20936
O43318	Q9H2X6
Q8TBE0	Q92997
Q14012	Q8TD86
P10276	Q9Y6X2
P04637	Q15102
Q00987	Q92841
P09874	P55210
O00151	P08670
Q15714	Q8WWC4
P00734	P00740
P42285	Q15287
P49662	Q93008
Q13315	Q9H426
O43150	Q96B97
P35222	P45983
Q01844	Q16630
P51665	Q13200
O95983	Q8NHZ7
Q86YV9	Q96L34
Q9NRI5	Q9Y224
P15498	Q9GZY6
P38405	Q8NGX6
O95243	Q13158
O15230	P10144
P31350	Q99816
P06239	P43405
Q08462	Q9NZT1
O75417	Q9UBZ9
P20929	Q8WZ42
P24522	Q6STE5
P11387	Q92522
Q92643	Q96S52
P06681	P09871
O95391	P16220
P14373	Q96SI1
Q12834	Q9P031
O60563	P03372
A1KXE4	Q9UGN5
P51991	P62633
P08138	P38936
P62993	Q13796
O14948	O75030
145781	Q9P2H0
O00716	P30281
O15145	Q96P48
P62805	Q86U86
P53350	Q7Z434
P00505	P01241
Q15834	Q9UPT5
Q99570	Q9Y6M9
O75347	Q9UKE5
407026	O75494
P0CG47	Q13191
P16220	P51816
P61978	Q9H3D4
O00329	P26951
Q96RL1	Q99877
P60953	Q14CB8
Q05655	Q5SW24
P42262	Q12840
P46695	P58012
P06703	Q9HB71
O43633	Q9UN37
O60333	Q92993
P63000	Q9Y2A7
Q07666	Q08211
P52756	Q6P2Q9
Q7RTV0	Q9BWJ5
P56645	Q49AN0
P15260	P60568
Q92854	Q9ULL4
O00591	P54257
Q6UXN9	Q9UPS6
O75582	Q15811
P21802	Q9NQ66
P08069	Q9H4M9
Q13485	Q13501
P49736	Q14566
Q99459	Q9UMY4
Q99459	Q9UNH7
A6NIT4	Q08334
P84022	Q15459
P31751	Q00987
P42285	Q92945
O76062	P10114
Q01780	Q7L2H7
Q12933	Q13077
P40763	P63244
O95872	Q6UVK1
O75362	Q13547
P22694	P35498
P01106	Q8NFD5
P62140	Q8TCU5
P60484	Q13464
P29590	Q9Y2M5
P62266	Q15843
O75347	P01889
Q8TAQ2	Q9UJX2
O43504	P51681
P12270	Q92621
P51668	Q96GF1
Q969D9	Q9HC73
O14640	Q5SW24
P54284	Q00005
P17612	Q9NP71
406991	Q86VQ1
P14416	Q01959
P46527	Q96PM5
P17028	P26641
Q9H1C4	Q9NR97
P10588	P13631
P06753	Q9Y5J5
P08754	P48549
Q04206	Q8TBK2
B2RN74	P38405
P27540	Q02363
P04637	Q96FW1
P17861	P51817
O15111	O75962
O95139	O95178
P08238	Q92598
P46781	Q8WZA2
Q96MW5	Q9H9E3
P11142	P19838
O14640	P31431
P10721	Q06124
Q99729	Q9UKA9
O60674	P42338
O00217	P03886
P37173	Q8TF09
P68104	Q05516
Q14197	Q9HCC0
P18146	Q9BYU1
P62987	Q05195
P49674	P63104
O95169	Q9NX14
P51948	Q13889
Q13573	Q9UBD5
P61353	P61513
P58753	Q9H0E2
Q8WUE5	Q9UGN5
P01242	Q99650
O15198	Q66GS9
P01566	P24394
P40189	Q86WN2
O43318	P52564
Q03113	Q9UP65
O43251	Q93062
P35626	Q8NGI9
O15105	P05121
P19174	Q9NZT1
O75251	P09104
P07099	P33240
P61077	Q6ZSG1
Q7Z7J5	Q9C0A6
O95402	Q13503
P51668	Q9NZS9
O95396	O96033
P25098	P46094
Q12840	Q9Y6H6
Q6ZW49	Q96BR9
O95400	P61978
P27797	Q13177
O75578	P55268
P08237	Q99459
P55212	P80303
O14686	Q9BRQ0
P49736	Q9UJX2
Q15645	Q9GZT8
P61353	Q15843
O95400	Q8IWZ8
P02787	Q30201
P05060	P19388
P38405	Q8NGK5
P23508	Q96EY4
Q14CB8	Q8IXI1
P17844	Q9BWF3
P00519	Q96MU7
P04406	Q12965
P08754	P09769
P38936	Q9Y243
O95989	P04181
P18084	Q16363
P13569	Q9Y2H5
P15336	P36873
P20936	P62070
P27361	Q99956
P03372	P07339
O15162	Q0VAR9
O60925	P59666
P55072	Q15418
P40692	Q96NE9
P14625	P16104
Q12906	Q9BQ66
Q15653	Q8IWP9
P16333	Q99259
P02786	Q16665
Q12962	Q16514
P61247	P62273
P05455	Q9Y4K3
P11836	Q15306
Q07065	Q9H1I8
O14512	Q99062
P11047	P13612
P50552	Q13153
P55884	Q14164
P06241	Q9BPX7
O95907	Q9UBS3
P46782	P62249
P16144	P46109
P20809	P32927
P25786	Q9H1Y0
P16615	P26678
P30457	Q9NYU2
Q9NRI5	Q9NV70
O43189	Q93062
P15336	P17544
P08631	Q9H204
Q96A08	Q96QV6
Q8HWS3	Q8TAP4
Q13505	Q16891
P05109	P68366
Q09472	Q14653
P09382	P57678
P54257	Q5T7V8
P27361	Q04828
P26599	P67809
O43741	P35558
P12931	P19438
Q06187	Q9Y6Q6
406906	Q01484
P98082	Q9HAU4
406967	P00374
P01308	P08138
Q14164	Q99460
O00459	P49418
P08476	Q8NER5
P17252	Q13224
O43182	P52198
Q8NFF5	Q9NRG1
Q969M7	Q9UI10
Q05397	Q9H6S3
P51817	P54709
Q13263	Q9BZK7
P10828	Q9Y2X0
P46108	Q9H9L3
P09693	P42336
P62837	Q9Y508
O00305	P21246
P00519	Q9UBS5
P39023	P62899
P20248	Q13111
P25054	Q8WYH8
P32121	Q8NGX0
P49336	Q15648
P23771	P35225
O15303	P08754
P50150	Q08462
P26441	Q9UHF4
O15264	P52564
P10912	P62993
P16333	P32239
O15169	P45985
P49810	Q9Y219
O43353	P51991
P27986	Q8IY22
Q04637	Q09161
Q06455	Q13547
P18084	Q13797
O95178	Q16795
P07910	Q9UHX1
P61956	Q02078
P49642	Q14204
P04049	P53779
O95168	Q9UI09
C9JDP6	Q8N6F1
P01591	P17947
P10276	Q8NFJ5
O00591	Q9H0R8
554210	P37275
O60884	Q9GZX7
O60437	P08670
P48357	Q8N5S9
O00231	Q9BQ83
O43464	Q9NR09
P33176	P62330
O95747	Q9HCE7
O15524	P42224
O43741	P14672
P62993	Q5UIP0
P56524	Q7Z2G1
P45984	Q9H257
Q9H8W4	Q9UKG1
O15031	Q9H3S1
P11171	P61803
O15121	P22061
P05162	Q7Z569
P46459	Q9Y383
O43306	P59768
P27986	P35222
P61964	Q9C005
P48788	Q9HAU4
P0CG48	P67809
P16220	Q7Z419
Q16891	Q6ZVL6
P63010	Q9NVV9
Q07699	Q9UQM7
P01106	P08579
O75400	Q13573
P67809	Q08211
P18146	P38398
P51610	Q16778
P22612	Q96D31
P38405	Q8NGT9
P05412	P31749
P35749	P61586
P04406	Q15233
P01106	P61073
P09769	Q92569
P16104	Q96L91
P01137	Q14839
P52735	P53680
P20333	Q9BPZ7
O14920	O95999
P21980	P61586
P07333	Q9HCE7
Q9H160	Q9HCE7
P42766	P84098
P0C1Z6	Q96CJ1
P08581	P19174
Q96GM8	Q9NUQ8
Q15628	Q99558
554210	Q96RT1
P67870	Q8IV63
P03891	P56556
P01891	P51571
Q96GA7	Q9UGJ1
O15131	Q13303
O00459	P63211
P10600	P58166
Q15750	Q16643
Q07157	Q5TCQ9
