#tail	head	edge_flux
P08887	P23458	1.96135e-02
P08887	P40763	1.96135e-02
P08887	O60674	1.96135e-02
P08887	P52333	1.96135e-02
P08887	P29597	1.96135e-02
P08887	Q9NZ08	1.64662e-02
P08887	Q96JP5	1.32529e-02
Q96JP5	Q15287	6.64183e-03
P40189	P52333	4.09657e-03
P40189	P08631	4.09657e-03
P40189	P15498	4.09657e-03
P40189	P10275	4.09657e-03
P40189	P29597	4.09657e-03
P40189	P07948	4.09657e-03
P40189	P62993	4.09657e-03
P40189	P07332	4.09657e-03
P40189	P29353	4.09657e-03
P40189	Q05655	4.09657e-03
P40189	P42702	4.09657e-03
P40189	P50750	4.09657e-03
P40189	Q99650	4.09657e-03
P40189	Q14626	4.09657e-03
P40189	P40763	4.09657e-03
P40189	P42224	4.09657e-03
P40189	PB_10	4.09657e-03
P40189	P23458	4.09657e-03
P40189	P12931	4.09657e-03
P40189	Q06187	4.09657e-03
P40189	O60674	4.09657e-03
P40189	Q06124	4.09657e-03
P40189	P06241	4.09657e-03
P40189	P42338	3.88131e-03
P40189	P48736	3.88131e-03
P40189	Q92569	3.88131e-03
P40189	O00459	3.88131e-03
P40189	Q8WYR1	3.88131e-03
P40189	O00329	3.88131e-03
P40189	P27986	3.88131e-03
P40189	P42336	3.88131e-03
P40189	P26992	2.51517e-03
Q9NZ08	P19438	2.10572e-03
Q9NZ08	P80303	2.02598e-03
P21860	P98077	1.99184e-03
P21860	Q63HR2	1.99184e-03
P21860	P41240	1.99184e-03
P21860	P52333	1.99184e-03
P21860	Q68CZ2	1.99184e-03
P21860	Q14451	1.99184e-03
P21860	Q13882	1.99184e-03
P21860	P20936	1.99184e-03
P21860	Q08881	1.99184e-03
P21860	P00519	1.99184e-03
P21860	P29353	1.99184e-03
P21860	P52735	1.99184e-03
P21860	P43405	1.99184e-03
P21860	P01106	1.99184e-03
P21860	P46108	1.99184e-03
P21860	P11362	1.99184e-03
P21860	Q9UN19	1.99184e-03
P21860	O43639	1.99184e-03
P21860	P42336	1.99184e-03
P21860	Q9UKW4	1.99184e-03
P21860	P27986	1.99184e-03
P21860	O60880	1.99184e-03
P21860	P12931	1.99184e-03
P21860	P46109	1.99184e-03
P21860	Q13671	1.99184e-03
P21860	P35222	1.99184e-03
P21860	P08631	1.99184e-03
P21860	Q92569	1.99184e-03
P21860	Q92529	1.99184e-03
P21860	O00459	1.99184e-03
P21860	O75553	1.99184e-03
P21860	P42681	1.99184e-03
P21860	P52757	1.99184e-03
P21860	P42684	1.99184e-03
P21860	O60674	1.99184e-03
P21860	Q8IZW8	1.99184e-03
P21860	P43403	1.99184e-03
P21860	P62993	1.99184e-03
P21860	Q6S5L8	1.99184e-03
P21860	P16333	1.99184e-03
P21860	Q9UQQ2	1.99184e-03
P21860	P19174	1.99184e-03
P21860	Q16665	1.99184e-03
P21860	P16591	1.99184e-03
P21860	Q15303	1.92858e-03
P21860	P16885	1.88718e-03
P21860	O00329	1.88718e-03
P21860	P48736	1.88718e-03
P21860	P42338	1.88718e-03
P21860	Q8WYR1	1.88718e-03
P21860	O43374	1.61969e-03
Q9NZ08	P18146	1.42284e-03
Q9NZ08	P38159	1.42284e-03
Q9NZ08	Q9Y6D5	1.42284e-03
P21860	Q99961	1.21431e-03
P21860	Q99962	1.21431e-03
P21860	Q99963	1.21431e-03
P21860	Q9H201	1.21431e-03
P21860	Q9Y6I3	1.21431e-03
P21860	P42566	1.21431e-03
P21860	P07585	1.21431e-03
P21860	Q13191	1.21431e-03
P21860	Q96B97	1.21431e-03
P21860	Q9Y371	1.21431e-03
P21860	O95208	1.21431e-03
P21860	Q9NR46	1.21431e-03
P21860	P22681	1.21431e-03
P21860	Q9ULV8	1.21431e-03
P04626	Q68CZ2	1.08422e-03
P04626	Q9H6Q3	1.08422e-03
P04626	P08575	1.08422e-03
P04626	P23467	1.08422e-03
P04626	P20936	1.08422e-03
P04626	P09769	1.08422e-03
P04626	Q15303	1.08422e-03
P04626	O15524	1.08422e-03
P04626	P42681	1.08422e-03
P04626	P48736	1.08422e-03
P04626	P43405	1.08422e-03
P04626	P78314	1.08422e-03
P04626	Q9Y2R2	1.08422e-03
P04626	Q9UKW4	1.08422e-03
P04626	Q9BRG2	1.08422e-03
P04626	P16591	1.08422e-03
P04626	Q92569	1.08422e-03
P04626	Q15262	1.08422e-03
P04626	Q9NP31	1.08422e-03
P04626	Q8WYP3	1.08422e-03
P04626	Q13882	1.08422e-03
P04626	O14796	1.08422e-03
P04626	O14492	1.08422e-03
P04626	P42224	1.08422e-03
P04626	P26045	1.08422e-03
P04626	Q99704	1.08422e-03
P04626	P16885	1.08422e-03
P04626	P48357	1.08422e-03
P04626	Q7Z6G8	1.08422e-03
P04626	P46109	1.08422e-03
P04626	P46108	1.08422e-03
P04626	Q8TEW6	1.08422e-03
P04626	Q99650	1.08422e-03
P04626	Q13387	1.08422e-03
P04626	P42338	1.08422e-03
P04626	P35568	1.08422e-03
P04626	P42336	1.08422e-03
P04626	P42680	1.08422e-03
P04626	P62993	1.08422e-03
P04626	Q8WYR1	1.08422e-03
P04626	Q92625	1.08422e-03
P04626	P27986	1.08422e-03
P04626	P42684	1.08422e-03
P04626	Q12913	1.08422e-03
P04626	Q9NSE2	1.08422e-03
P04626	Q6S5L8	1.08422e-03
P04626	Q14451	1.08422e-03
P04626	O00213	1.08422e-03
P04626	Q08881	1.08422e-03
P04626	P23229	1.08422e-03
P04626	P00533	1.08422e-03
P04626	Q63HR2	1.08422e-03
P04626	P29353	1.08422e-03
P04626	P51451	1.08422e-03
P04626	P15309	1.08422e-03
P04626	Q05397	1.08422e-03
P04626	P28482	1.08422e-03
P04626	P16144	1.08422e-03
P04626	P19174	1.08422e-03
P04626	Q13671	1.08422e-03
P04626	P35222	1.08422e-03
P04626	Q92529	1.08422e-03
P04626	O00459	1.08422e-03
P04626	O75553	1.08422e-03
P04626	O00329	1.08422e-03
P04626	P23458	1.08422e-03
P04626	O75791	1.08422e-03
P04626	O60674	1.08422e-03
