#tail	head	edge_flux
P01589	P52333	7.84044e-03
P01589	P29597	7.84044e-03
P01589	P48736	7.84044e-03
P01589	P42338	7.84044e-03
P01589	P42336	7.84044e-03
P01589	P23458	7.84044e-03
P01589	O00459	7.84044e-03
P01589	Q8WYR1	7.84044e-03
P01589	O00329	7.84044e-03
P01589	Q92569	7.84044e-03
P01589	P27986	7.84044e-03
P01589	O60674	7.84044e-03
P31785	P52333	7.55808e-03
P31785	P29597	7.55808e-03
P31785	P48736	7.55808e-03
P31785	O00459	7.55808e-03
P31785	P24394	7.55808e-03
P31785	P42338	7.55808e-03
P31785	P42336	7.55808e-03
P31785	P23458	7.55808e-03
P31785	Q92569	7.55808e-03
P31785	Q01113	7.55808e-03
P31785	Q8WYR1	7.55808e-03
P31785	O00329	7.55808e-03
P31785	Q15464	7.55808e-03
P31785	P27986	7.55808e-03
P31785	O60674	7.55808e-03
P31785	P16871	7.55808e-03
P31785	P42226	7.16094e-03
P01589	Q14765	6.98674e-03
P01589	P42229	6.39360e-03
P01589	P41567	6.39360e-03
P01589	P51692	6.39360e-03
P01589	P10914	6.39360e-03
P01589	P15976	6.39360e-03
P01589	P17096	6.39360e-03
P01589	Q04864	6.39360e-03
P14784	P42229	5.88502e-03
P14784	P52333	5.88502e-03
P14784	P42224	5.88502e-03
P14784	P29597	5.88502e-03
P14784	P07948	5.88502e-03
P14784	P48736	5.88502e-03
P14784	P29353	5.88502e-03
P14784	P42336	5.88502e-03
P14784	P43405	5.88502e-03
P14784	P06239	5.88502e-03
P14784	P42338	5.88502e-03
P14784	P40763	5.88502e-03
P14784	P23458	5.88502e-03
P14784	Q92569	5.88502e-03
P14784	P51692	5.88502e-03
P14784	P55884	5.88502e-03
P14784	O00459	5.88502e-03
P14784	Q8WYR1	5.88502e-03
P14784	O00329	5.88502e-03
P14784	Q15464	5.88502e-03
P14784	P27986	5.88502e-03
P14784	P63244	5.88502e-03
P14784	O60674	5.88502e-03
P14784	P04049	5.88502e-03
P14784	Q9NSE2	5.88502e-03
P14784	P06241	5.88502e-03
P01589	Q04206	5.29780e-03
P01589	P15884	5.29780e-03
P31785	P78552	5.10702e-03
P01589	Q96RG2	4.98209e-03
P01589	Q13424	4.98209e-03
P31785	P62993	4.80267e-03
P01589	P61586	4.77984e-03
P31785	Q13261	4.64044e-03
P31785	Q9HBE5	4.64044e-03
P31785	P61586	4.60771e-03
P14784	P55072	3.97653e-03
P14784	Q14765	3.97653e-03
P31785	P42229	3.85565e-03
P31785	P42224	3.85565e-03
P31785	P05362	3.85565e-03
P31785	P29353	3.85565e-03
P31785	P04632	3.85565e-03
P14784	Q13261	3.61323e-03
P14784	P61586	3.58775e-03
P14784	P62993	3.00216e-03
Q9Y259	P02768	7.65990e-04
Q13261	P23458	7.56205e-04
Q13261	P52333	7.56205e-04
Q13261	P40933	7.56205e-04
Q13261	O60674	7.56205e-04
Q13261	P29597	7.56205e-04
Q15464	P23458	7.09989e-04
Q15464	P00519	7.09989e-04
Q15464	P52333	7.09989e-04
Q15464	Q13094	7.09989e-04
Q15464	P15498	7.09989e-04
Q15464	O43561	7.09989e-04
Q15464	O75791	7.09989e-04
Q15464	P43403	7.09989e-04
P32418	P18146	6.95912e-04
P32418	Q01484	6.77250e-04
Q15464	P35968	5.96058e-04
Q01113	P63104	5.51095e-04
Q01113	P23458	5.51095e-04
Q01113	P52333	5.51095e-04
Q01113	O60674	5.51095e-04
Q01113	P29597	5.51095e-04
Q01113	P55072	5.51095e-04
Q01113	Q92993	5.51095e-04
Q14765	P10914	5.14404e-04
Q14765	Q13287	5.14404e-04
Q14765	P01579	5.14404e-04
Q14765	Q15306	5.14404e-04
P35790	Q96PM5	5.08359e-04
P50993	P32418	4.89297e-04
P54710	P32418	4.89291e-04
Q9UN42	P32418	4.89291e-04
P78552	P23458	4.80399e-04
P78552	P52333	4.80399e-04
P78552	O60674	4.80399e-04
P78552	P24394	4.80399e-04
P78552	P29597	4.80399e-04
P29597	P42229	4.56037e-04
P29597	P17181	4.56037e-04
P29597	P42224	4.56037e-04
P29597	P42226	4.56037e-04
P29597	P15498	4.56037e-04
P29597	P51692	4.56037e-04
P29597	P52630	4.56037e-04
P29597	P18031	4.56037e-04
P29597	P40763	4.56037e-04
P29597	Q14765	4.56037e-04
P29597	Q92569	4.56037e-04
P29597	Q8WYR1	4.56037e-04
P29597	P63244	4.56037e-04
P29597	P04049	4.56037e-04
P29597	Q06124	4.56037e-04
Q15464	P11362	4.51151e-04
P29597	P17252	4.41552e-04
P29597	P42338	4.27147e-04
P29597	O00459	4.27147e-04
P29597	O00329	4.27147e-04
P29597	P27986	4.27147e-04
P29597	P48736	4.27147e-04
P29597	P42336	4.27147e-04
P29597	P07948	4.07147e-04
Q13261	Q12933	3.85767e-04
P29597	Q03405	3.82858e-04
Q15464	P46108	3.62191e-04
P41567	P11171	3.52808e-04
P14415	P32418	3.51336e-04
Q14765	P40763	3.47584e-04
Q14765	Q9HBE4	3.47584e-04
Q14765	Q9UL17	3.47584e-04
P52333	P42229	3.28780e-04
P52333	P40763	3.28780e-04
P52333	P42224	3.28780e-04
P52333	P42226	3.28780e-04
P52333	O14543	3.28780e-04
P52333	P35568	3.28780e-04
P52333	P51692	3.28780e-04
P52333	P42338	3.28780e-04
P52333	P52630	3.28780e-04
P52333	P07332	3.28780e-04
P52333	O00459	3.28780e-04
P52333	P24394	3.28780e-04
P52333	Q9Y4H2	3.28780e-04
P52333	P09327	3.28780e-04
P52333	P20963	3.28780e-04
P52333	Q14289	3.28780e-04
P52333	Q07666	3.28780e-04
P52333	P25942	3.28780e-04
P52333	Q14765	3.28780e-04
P52333	P19174	3.28780e-04
P52333	P23458	3.28780e-04
P52333	Q92569	3.28780e-04
P52333	Q8WYR1	3.28780e-04
P52333	O00329	3.28780e-04
P52333	Q15464	3.28780e-04
P52333	P27986	3.28780e-04
P52333	Q92835	3.28780e-04
P52333	P42336	3.28780e-04
P52333	Q06124	3.28780e-04
P52333	P16871	3.28780e-04
P52333	P10721	3.28780e-04
P52333	P21860	3.28780e-04
P78552	Q8TDR0	3.24607e-04
P17096	P08047	3.13464e-04
P17096	P17676	3.13464e-04
P17096	Q9Y5N6	3.13464e-04
P15976	P17947	3.12376e-04
P15976	Q15744	3.12376e-04
P29597	P52333	3.08145e-04
P29597	P25105	3.08145e-04
P52333	P48736	3.07952e-04
Q13733	P32418	3.06184e-04
P54709	P32418	3.06184e-04
P15976	P0CG48	3.02455e-04
P50993	O00168	2.98295e-04
P54710	O00168	2.98291e-04
Q9UN42	O00168	2.98291e-04
Q13733	O75365	2.96459e-04
P54709	O75365	2.96459e-04
P41567	O95897	2.96302e-04
Q9HBE5	P23458	2.91153e-04
Q9HBE5	P08047	2.91153e-04
Q9HBE5	P52333	2.91153e-04
Q9HBE5	O60674	2.91153e-04
Q9HBE5	P29597	2.91153e-04
P15976	P31749	2.78888e-04
Q9HBE5	P40763	2.75854e-04
P35790	O94868	2.65039e-04
P24394	P35568	2.63449e-04
P24394	P23458	2.63449e-04
P24394	Q05513	2.63449e-04
P24394	O60496	2.63449e-04
P24394	Q92835	2.63449e-04
P24394	P07332	2.63449e-04
P24394	P25942	2.63449e-04
P24394	O60674	2.63449e-04
P24394	P43405	2.63449e-04
P24394	P42226	2.63449e-04
P24394	Q06124	2.63449e-04
P24394	P29353	2.63449e-04
P24394	P29597	2.63449e-04
P24394	P52333	2.63449e-04
P24394	P78552	2.63449e-04
P24394	Q9Y4H2	2.63449e-04
Q14765	O75159	2.62416e-04
Q14765	Q8WXH5	2.62416e-04
Q14765	P11309	2.62416e-04
Q14765	Q13263	2.62416e-04
Q14765	P30279	2.62416e-04
Q14765	O15524	2.62416e-04
Q14765	P30281	2.62416e-04
Q14765	P01106	2.62416e-04
Q14765	O14543	2.62416e-04
Q14765	P24385	2.62416e-04
Q14765	O14508	2.62416e-04
Q14765	O14544	2.62416e-04
Q9HBE5	Q02447	2.59451e-04
P17096	P04141	2.55619e-04
P17096	P60568	2.55619e-04
P17096	P01574	2.55619e-04
P17096	Q01844	2.54897e-04
P15976	P13727	2.54732e-04
Q8WYR1	Q13393	2.50144e-04
Q8WYR1	P31749	2.50144e-04
Q8WYR1	P05023	2.50144e-04
Q8WYR1	O14939	2.50144e-04
Q8WYR1	P54709	2.50144e-04
Q8WYR1	P14672	2.50144e-04
Q8WYR1	P00533	2.50144e-04
Q8WYR1	Q05513	2.50144e-04
Q8WYR1	P41743	2.50144e-04
Q8WYR1	P01111	2.50144e-04
Q8WYR1	Q13094	2.50144e-04
Q8WYR1	P13637	2.50144e-04
Q8WYR1	P14415	2.50144e-04
Q8WYR1	P60763	2.50144e-04
Q8WYR1	P50570	2.50144e-04
Q8WYR1	Q9Y259	2.50144e-04
Q8WYR1	P50993	2.50144e-04
Q8WYR1	P19174	2.50144e-04
Q8WYR1	P05026	2.50144e-04
Q8WYR1	P15153	2.50144e-04
Q8WYR1	Q13733	2.50144e-04
Q8WYR1	P55211	2.50144e-04
Q8WYR1	P31751	2.50144e-04
Q8WYR1	Q9UN42	2.50144e-04
Q8WYR1	O15530	2.50144e-04
Q8WYR1	P35790	2.50144e-04
Q8WYR1	P63000	2.50144e-04
Q8WYR1	P49418	2.50144e-04
Q8WYR1	Q06187	2.50144e-04
